name,abbreviation,count
Eastchester Justice Court,nyjustcteastche  ,1
Elma Justice Court,nyjustctelma  ,2
Justice Court of Village of Elmsford,nyjustctelmsfor  ,1
Justice Court of Village of Fairport,nyjustctfairpor  ,1
Justice Court of Town of Fishkill,nyjustctfishkil  ,2
Justice Court of Village of Fleischmanns,nyjustctfleisch  ,1
Frankfort Justice Court,nyjustctfrankfo  ,1
Garden City Police Court,nygardjust  ,3
Gates Town Court,nyjustctgates  ,1
Geneseo Justice Court,nyjustctgeneseo  ,1
Great Neck Plaza Village Court,nygtnkpljustct  ,2
Greece Justice Court,nyjustctgreece  ,4
Town of Greenport Justice Court,nyjustctgreenpo  ,1
Harrison Town Court,nyjustctharriso  ,5
Justice Court of Village of Hastings-on-Hudson,nyjustcthasting  ,1
Haverstraw Justice Court,nyjustcthaverst  ,1
Hempstead Justice Court,nyhempjustct  ,1
Henrietta Justice Court,nyjustcthenriet  ,3
Herkimer Justice Court,nyjustctherkime  ,2
Highlands Justice Court,nyjustcthighlan  ,1
Horseheads Justice Court,nyjustcthorsehe  ,4
Hunter Justice Court,nyhunterjustct  ,5
Justice Court of Village of Huntington Bay,nyjustcthunting  ,2
Hyde Park Justice Court,nyhydepkjustct  ,1
Justice Court of Town of Irondequoit,nyjustctirondeq  ,3
Justice Court of Town of Bedford,nybedfordjustct  ,1
Justice Court of Town of Greenburgh,nygreenbjustct  ,17
Kensington Village Court,nykensjustct  ,5
Kinderhook Justice Court,nykinderjustct  ,3
Justice Court of Village of Kings Point,nyjustctkingspo  ,2
Kingsbury Justice Court,nyjustctkingsbu  ,1
LaGrange Justice Court,nylagrjustct  ,2
Justice Court of Village of Larchmont,nyjustctlarchmo  ,2
Lattingtown Village Court,nyjustctlatting  ,1
Justice Court of Village of Lindenhurst,nyjustctlindenh  ,1
Lloyd Harbor Village Police Court,nyjustctlloydha  ,5
Justice Court of Town of Lockport,nyjustctlockpor  ,4
Lowville Justice Court,nyjustctlowvill  ,1
Village Justice Court of Village of Lynbrook,nyjustctlynbroo  ,1
Mamaroneck Justice Court,nyjustctmamaron  ,2
Justice Court of Village of Massapequa,nyjustctmassape  ,1
Massapequa Park Justice Court,nymassapkjustct  ,2
Massena City Police Court,nyjustctmassena  ,1
Maybrook Police Court,nyjustctmaybroo  ,1
Mendon Justice Court,nyjustctmendon  ,3
Millerton Village Court,nyjustctmillert  ,1
Monroe Justice Court,nyjustctmonroe  ,1
Justice Court of Village of Monticello,nyjustctmontice  ,2
Mount Kisco Police Court,nyjustctmountki  ,1
Justice Court of Village of Muttontown,nyjustctmutton  ,10
New Paltz Justice Court,nyjustctnewpalt  ,2
New Windsor Justice Court,nyjustctnewwind  ,1
New York Mills Village Court,nyjustctmills  ,1
Justice Court of Village of Newark,nyjustctnewark  ,4
Justice Court of Town of Newburgh,nyjustctnewburg  ,3
North Castle Justice Court,nyjustctnorthca  ,1
North Greenbush Justice Court,nyjustctnorthgr  ,1
Justice Court of Village of North Hills,nyjustctnorthhi  ,3
Justice Court of the Village of Nyack,nyjustctthenyac  ,1
Oakfield Justice Court,nyjustctoakfiel  ,1
Justice Court of Village of Ocean Beach,nyjustctoceanbe  ,4
Ogden Justice Court,nyjustctogden  ,1
Onondaga Town Court,nyjustctonondag  ,1
Orangetown Justice Court,nyjustctorange  ,3
Justice Court of Village of Orchard Park,nyjustctorchard  ,1
Justice Court of Town of Ossining,nyjustctossinin  ,17
Owego Justice Court,nyjustctowego  ,1
Penfield Justice Court,nyjustctpenfiel  ,5
Justice Court of Town of Perinton,nyjustctperinto  ,10
Pleasant Valley Justice Court,nyjustctpleasan  ,2
Justice Court of Village of Port Chester,nyjustctportche  ,1
Poughkeepsie Justice Court,nyjustctpoughke  ,3
Justice Court of Village of Pound Ridge,nyjustctpoundri  ,1
Justice Court of Town of Ramapo,nyjustctramapo  ,9
Justice Court of Village of Red Hook,nyjustctredhook  ,4
Justice Court of Town of Rhinebeck,nyjustctrhinebe  ,10
Rockville Centre Village Court,nyjustctrockvil  ,10
Justice Court of Village of Roslyn Harbor,nyjustctroslynh  ,3
Sand Lake Justice Court,nyjustctsandlak  ,5
Justice Court of Scarsdale,nyjustctscarsda  ,9
Schuyler Justice Court,nyjustctschuyle  ,1
Sea Cliff Justice Court,nyjustctseaclif  ,1
Justice Court of Village of Sleepy Hollow,nyjustctsleepyh  ,3
Justice Court of Village of South Nyack,nyjustctsouthny  ,3
Spring City Police Court,nyjustctspringc  ,1
Justice Court of Village of Spring Valley,nyjustctspringv  ,11
Starkey Town Court,nyjustctstarkey  ,2
Justice Court of Village of Suffern,nyjustctsuffern  ,1
Taghkanic Justice Court,nytaghjustct  ,1
Justice Court of Tonawanda,nyjustcttonawan  ,3
Troy City Police Court,nytroyjustct  ,2
Justice Court of Village of Tuckahoe,nyjustcttuckaho  ,12
Ulster Justice Court,nyjustctulster  ,1
Valley Stream Justice Court,nyvalstrjustct  ,12
Wappinger Justice Court,nyjustctwapping  ,4
Webster Justice of the Peace Court,nywebsterjustct  ,21
Justice Court of Village of Westbury,nyjustctwestbur  ,13
Woodbury Justice Court,nyjustctwoodbur  ,1
Justice Court of Village of Woodstock,nyjustctwoodsto  ,1
Yonkers Justice Court,nyjustctyonkers  ,2
Justice Court of Town of Yorktown,nyjustctyork  ,1
New York City Court,nycityct  ,570
City of New York Municipal Court,nynyccityct  ,5863
Albany City Court,nyalbanycityct  ,94
Amsterdam City Court,nyamsterdcityct  ,2
Auburn City Court,nyauburncityct  ,16
Batavia City Court,nybataviacityct  ,6
Binghamton City Court,nybingcityct  ,23
Buffalo City Court,nybuffalocityct  ,69
Canandaigua City Court,nycanandcityct  ,7
Cohoes City Court,nycohoescityct  ,9
Cortland City Court,nycortlcityct  ,2
Dunkirk City Court,nydunkirkcityct  ,3
Elmira City Court,nyelmiracityct  ,2
Fulton City Court,nyfultoncityct  ,1
Geneva City Court,nygenevacityct  ,7
Glens Falls City Court,nyglensfcityct  ,3
Gloversville City Court,nygloverscityct  ,2
Hornell City Court,nyhornellcityct  ,4
Hudson City Court,nyhudsoncityct  ,5
Ithaca City Court,nyithacacityct  ,16
Jamestown City Court,nyjamescityct  ,6
Kingston City Court,nykingstcityct  ,2
Lackawanna City Court,nylackawcityct  ,1
Long Beach City Court,nylbccityct  ,57
Middletown City Court,nymiddletcityct  ,13
Mount Vernon City Court,nymtverncityct  ,75
Nassau City Court,nynassaucityct  ,1
New Rochelle City Court,nynewroccityct  ,55
Newburgh City Court,nynewburcityct  ,2
Niagara Falls City Court,nyniagaracityct  ,1
Oneida City Court,nyoneidacityct  ,1
Oswego City Court,nyoswegocityct  ,20
Peekskill City Court,nypeekskcityct  ,3
Plattsburgh City Court,nyplattscityct  ,1
Port Jervis City Court,nyportjercityct  ,13
Poughkeepsie City Court,nypoughcityct  ,23
Rochester City Court,nyroccityct  ,169
Rome City Court,nyromecityct  ,3
Rye City Court,nyryecityct  ,7
Saratoga Springs City Court,nysaratocityct  ,1
Schenectady City Court,nyschencityct  ,3
Syracuse City Court,nysyrcityct  ,48
Tonawanda City Court,nytonacityct  ,4
Troy City Court,nytroycityct  ,4
Utica City Court,nyuticacityct  ,42
Watertown City Court,nywatertcityct  ,33
White Plains City Court,nywhplncityct  ,47
City Court of Westchester,nywestchcityct  ,1
Yonkers City Court,nyyonkerscityct  ,91
New York Family Court,nyfamct  ,704
New York City Family Court,nycfamct  ,2009
Delaware Children's Court,nyfamctdel  ,0
Sullivan County Children's Court,nyfamctsull  ,1
Westchester County Children's Court,nyfamctwestch  ,0
New York Surrogate's Court,nysurct  ,14758
Civil Court of the City of New York,nycivct  ,3501
Criminal Court of the City of New York,nycrimct  ,1707
"The Criminal Court of the City of New York, Bronx",nycrimctbronx  ,0
"The Criminal Court of the City of New York, Kings",nycrimctkings  ,0
"The Criminal Court of the City of New York, Queens",nycrimctqueens  ,0
"The Criminal Court of the City of New York, New York",nycrimctnyc  ,0
New York Court of Claims,nyclaimsct  ,2686
New York Court of Common Pleas,nyctcompl  ,6588
New York Magistrate Court,nymagct  ,0
New York City Magistrates' Court,nynycmagct  ,252
The Superior Court of the City of New York and Buffalo,superctny  ,1502
Superior Court of Buffalo,nysuperctbuf  ,350
The Superior Court of New York City,nysuperctnyc  ,1424
Newburgh Recorder's Court,nyrecctnewburgh  ,1
New York Attorney General Reports,nyag  ,2707
Supreme Court of North Carolina,nc  ,53313
Court of Appeals of North Carolina,ncctapp  ,24352
Superior Court of North Carolina,ncsuperct  ,984
North Carolina Industrial Commission,ncworkcompcom  ,7926
North Dakota Supreme Court,nd  ,15223
North Dakota Court of Appeals,ndctapp  ,65
Ohio Supreme Court,ohio  ,10590
Ohio Court of Appeals,ohioctapp  ,140371
Ohio Court of Claims,ohioctcl  ,1809
Court Of Common Pleas Of Ohio,ohioctcompl  ,1
Supreme Court of Oklahoma,okla  ,46537
Court Of Appeals Of Indian Territory,ctappindterr  ,596
Court of Civil Appeals of Oklahoma,oklacivapp  ,6551
Court of Criminal Appeals of Oklahoma,oklacrimapp  ,21839
Oklahoma Judicial Ethics Advisory Panel,oklajeap  ,100
Court on the Judiciary of Oklahoma,oklacoj  ,14
Oklahoma Attorney General Reports,oklaag  ,11313
Oregon Supreme Court,or  ,22415
Court of Appeals of Oregon,orctapp  ,18687
Oregon Tax Court,ortc  ,2609
Supreme Court of Pennsylvania,pa  ,117282
Superior Court of Pennsylvania,pasuperct  ,124623
Commonwealth Court of Pennsylvania,pacommwct  ,23879
Court of Judicial Discipline of Pennsylvania,cjdpa  ,128
Pennsylvania Court of Common Pleas,pactcompl  ,11
Pennsylvania Court of Oyer and Terminer,paoytermct  ,2
Pennsylvania Court of Quarter Sessions,pennctqtrsess  ,1
Supreme Court of Rhode Island,ri  ,21249
Superior Court of Rhode Island,risuperct  ,3356
Supreme Court of South Carolina,sc  ,22020
Court of Appeals of South Carolina,scctapp  ,4105
Superior Court of South Carolina,superctsc  ,0
South Dakota Supreme Court,sd  ,10240
Tennessee Supreme Court,tenn  ,10463
Court of Appeals of Tennessee,tennctapp  ,23420
Court of Criminal Appeals of Tennessee,tenncrimapp  ,24568
Tennessee Court of Workers' Compensation Claims,tennworkcompcl  ,1455
Tennessee Workers' Compensation Appeals Board,tennworkcompapp  ,427
Tennessee Superior Court for Law and Equity,tennsuperct  ,453
Texas Supreme Court,tex  ,32344
Texas Commission of Appeals,texcommnapp  ,3668
Texas Court of Review Tribunal,texrevtrib  ,0
Court of Appeals of Texas,texapp  ,461285
Court of Criminal Appeals of Texas,texcrimapp  ,82073
Texas Special Court of Review,texreview  ,12
Texas Judicial Panel on Multidistrict Litigation,texjpml  ,54
Texas Attorney General Reports,texag  ,22862
Utah Supreme Court,utah  ,14633
Court of Appeals of Utah,utahctapp  ,7131
Supreme Court of Vermont,vt  ,9925
Vermont Superior Court,vtsuperct  ,2665
Supreme Court of Virginia,va  ,8558
General Court of Virginia,vagensess  ,1
Court of Appeals of Virginia,vactapp  ,15885
Washington Supreme Court,wash  ,53437
Court of Appeals of Washington,washctapp  ,57071
Washington Attorney General Reports,washag  ,166
Washington Territory,washterr  ,1
West Virginia Supreme Court,wva  ,21359
Wisconsin Supreme Court,wis  ,16460
Court of Appeals of Wisconsin,wisctapp  ,11625
Wisconsin Attorney General Reports,wisag  ,1499
Wyoming Supreme Court,wyo  ,10371
Supreme Court of Guam,guam  ,30
United States Judicial Conference Committee,usjc  ,5
United States Judicial Panel on Multidistrict Litigation,jpml  ,1125
United States Special Tribunal of Texas,sttex  ,1
United States Special Tribunals of Pennsylvania,stp  ,1
Court of King's Bench,kingsbench  ,372
